id,place_id,code,name,normalized_query_name,full_name,level,province,city,county,town,collection_phase,priority,status,source_strategy,risk_flag,attempt_count,last_attempt_at,error,created_at,updated_at
next_origin:admin_street_pilot:ac77bbf15037f8fc0d163ba94eda4737fa9f396d,ac77bbf15037f8fc0d163ba94eda4737fa9f396d,110101001,东华门街道,东华门街道,北京市/市辖区/东城区/东华门街道,town,北京市,市辖区,东城区,东华门街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,0,,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:5d50587212a0b119b5b07c32bd249abadfa4e5d9,5d50587212a0b119b5b07c32bd249abadfa4e5d9,110101012,崇文门外街道,崇文门外街道,北京市/市辖区/东城区/崇文门外街道,town,北京市,市辖区,东城区,崇文门外街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:48c8addde655990b75c220a306d4a9ada6c56a21,48c8addde655990b75c220a306d4a9ada6c56a21,110101013,东花市街道,东花市街道,北京市/市辖区/东城区/东花市街道,town,北京市,市辖区,东城区,东花市街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:90278855d8065605d490182b00f8d4a606d1c839,90278855d8065605d490182b00f8d4a606d1c839,110101014,龙潭街道,龙潭街道,北京市/市辖区/东城区/龙潭街道,town,北京市,市辖区,东城区,龙潭街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:929bab1a74619da4691921ad31a12562d0d3f441,929bab1a74619da4691921ad31a12562d0d3f441,110101015,体育馆路街道,体育馆路街道,北京市/市辖区/东城区/体育馆路街道,town,北京市,市辖区,东城区,体育馆路街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:18bdace0e3793409e43a3d088c9abac44bb7a937,18bdace0e3793409e43a3d088c9abac44bb7a937,110101016,天坛街道,天坛街道,北京市/市辖区/东城区/天坛街道,town,北京市,市辖区,东城区,天坛街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:04f36b5ea5ecc145b74f16e152a3c89621cb568a,04f36b5ea5ecc145b74f16e152a3c89621cb568a,110101017,永定门外街道,永定门外街道,北京市/市辖区/东城区/永定门外街道,town,北京市,市辖区,东城区,永定门外街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:0e974b33b8588a6f240778ed8270cdd487d05fe6,0e974b33b8588a6f240778ed8270cdd487d05fe6,110102001,西长安街街道,西长安街街道,北京市/市辖区/西城区/西长安街街道,town,北京市,市辖区,西城区,西长安街街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:ef11b2f435667e361f9275d42e068e3d972a54ae,ef11b2f435667e361f9275d42e068e3d972a54ae,110102003,新街口街道,新街口街道,北京市/市辖区/西城区/新街口街道,town,北京市,市辖区,西城区,新街口街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:93139f91c523be98d1e519e23fd9569aba0a9784,93139f91c523be98d1e519e23fd9569aba0a9784,110102007,月坛街道,月坛街道,北京市/市辖区/西城区/月坛街道,town,北京市,市辖区,西城区,月坛街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:de788da83118e5b7704d088b9e1bf42f97e436cc,de788da83118e5b7704d088b9e1bf42f97e436cc,110102009,展览路街道,展览路街道,北京市/市辖区/西城区/展览路街道,town,北京市,市辖区,西城区,展览路街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:33f98668c974d51b44ddefb596e8091efd487347,33f98668c974d51b44ddefb596e8091efd487347,110102010,德胜街道,德胜街道,北京市/市辖区/西城区/德胜街道,town,北京市,市辖区,西城区,德胜街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:4df452241752c35a5720de6488fbe6e61e59fbb6,4df452241752c35a5720de6488fbe6e61e59fbb6,110102011,金融街街道,金融街街道,北京市/市辖区/西城区/金融街街道,town,北京市,市辖区,西城区,金融街街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:4d0b4aa790dcdd0e5edadb50dfa71f8b725e4d79,4d0b4aa790dcdd0e5edadb50dfa71f8b725e4d79,110102012,什刹海街道,什刹海街道,北京市/市辖区/西城区/什刹海街道,town,北京市,市辖区,西城区,什刹海街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:25c6016779517f2188357fd2d507163c40b4e823,25c6016779517f2188357fd2d507163c40b4e823,110102013,大栅栏街道,大栅栏街道,北京市/市辖区/西城区/大栅栏街道,town,北京市,市辖区,西城区,大栅栏街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:c96f2a9747c7e22a44d651c981f362c927e6a177,c96f2a9747c7e22a44d651c981f362c927e6a177,110102014,天桥街道,天桥街道,北京市/市辖区/西城区/天桥街道,town,北京市,市辖区,西城区,天桥街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:5d2b1f97d4614ea9bd57271923b9484301a91615,5d2b1f97d4614ea9bd57271923b9484301a91615,110102015,椿树街道,椿树街道,北京市/市辖区/西城区/椿树街道,town,北京市,市辖区,西城区,椿树街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:d0b09203cf435dbe34b812bce9ac6963127c865a,d0b09203cf435dbe34b812bce9ac6963127c865a,110102016,陶然亭街道,陶然亭街道,北京市/市辖区/西城区/陶然亭街道,town,北京市,市辖区,西城区,陶然亭街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:8134530ff2e0e8f2312067b40c817c8010ac9619,8134530ff2e0e8f2312067b40c817c8010ac9619,110102017,广安门内街道,广安门内街道,北京市/市辖区/西城区/广安门内街道,town,北京市,市辖区,西城区,广安门内街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:0df44717487d8de2b8a46184f8982dfd7d133fc8,0df44717487d8de2b8a46184f8982dfd7d133fc8,110102018,牛街街道,牛街街道,北京市/市辖区/西城区/牛街街道,town,北京市,市辖区,西城区,牛街街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:ce8c8d30d106d427e4b886efd4c1ee12b0c0cc77,ce8c8d30d106d427e4b886efd4c1ee12b0c0cc77,110102019,白纸坊街道,白纸坊街道,北京市/市辖区/西城区/白纸坊街道,town,北京市,市辖区,西城区,白纸坊街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:ae1dd7d85592f9d625bfa358a191857becb87ed7,ae1dd7d85592f9d625bfa358a191857becb87ed7,110102020,广安门外街道,广安门外街道,北京市/市辖区/西城区/广安门外街道,town,北京市,市辖区,西城区,广安门外街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:d767c5b8627c4079c02377942079e1f629a6100a,d767c5b8627c4079c02377942079e1f629a6100a,110105001,建外街道,建外街道,北京市/市辖区/朝阳区/建外街道,town,北京市,市辖区,朝阳区,建外街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:10ad8ebb1a1f190e46b8ae36ad59972a75c10de1,10ad8ebb1a1f190e46b8ae36ad59972a75c10de1,110105002,朝外街道,朝外街道,北京市/市辖区/朝阳区/朝外街道,town,北京市,市辖区,朝阳区,朝外街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:83a5f4074e254e93d2299a079c54283c59cc587e,83a5f4074e254e93d2299a079c54283c59cc587e,110105003,呼家楼街道,呼家楼街道,北京市/市辖区/朝阳区/呼家楼街道,town,北京市,市辖区,朝阳区,呼家楼街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:4765fd092b8402e703f83da07f030c36e8c5e0f4,4765fd092b8402e703f83da07f030c36e8c5e0f4,110105004,三里屯街道,三里屯街道,北京市/市辖区/朝阳区/三里屯街道,town,北京市,市辖区,朝阳区,三里屯街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:e62926b63a3b78f28802f25e53534b058586f26e,e62926b63a3b78f28802f25e53534b058586f26e,110105005,左家庄街道,左家庄街道,北京市/市辖区/朝阳区/左家庄街道,town,北京市,市辖区,朝阳区,左家庄街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:ba0b71cd6d3a9f319705fd6c7c4267ef5ca0898d,ba0b71cd6d3a9f319705fd6c7c4267ef5ca0898d,110105006,香河园街道,香河园街道,北京市/市辖区/朝阳区/香河园街道,town,北京市,市辖区,朝阳区,香河园街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:4c6c223e46ead6008af23a79145d598806f44d74,4c6c223e46ead6008af23a79145d598806f44d74,110105007,和平街街道,和平街街道,北京市/市辖区/朝阳区/和平街街道,town,北京市,市辖区,朝阳区,和平街街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:4bc51bb0bee1ad4379393d05885859fa061fd6a4,4bc51bb0bee1ad4379393d05885859fa061fd6a4,110105008,安贞街道,安贞街道,北京市/市辖区/朝阳区/安贞街道,town,北京市,市辖区,朝阳区,安贞街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:1c4e32aef63d64b211c5998c75b67bbb48930e5c,1c4e32aef63d64b211c5998c75b67bbb48930e5c,110105009,亚运村街道,亚运村街道,北京市/市辖区/朝阳区/亚运村街道,town,北京市,市辖区,朝阳区,亚运村街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:371faa5f8f3bf04b4047b63953c0c0b894180d3c,371faa5f8f3bf04b4047b63953c0c0b894180d3c,110105010,小关街道,小关街道,北京市/市辖区/朝阳区/小关街道,town,北京市,市辖区,朝阳区,小关街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:50cc21d8a68a2ce73be6659e990f958e16b9d041,50cc21d8a68a2ce73be6659e990f958e16b9d041,110105011,酒仙桥街道,酒仙桥街道,北京市/市辖区/朝阳区/酒仙桥街道,town,北京市,市辖区,朝阳区,酒仙桥街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:544608c08394dea66683bbb983cc30ac90c9291d,544608c08394dea66683bbb983cc30ac90c9291d,110105012,麦子店街道,麦子店街道,北京市/市辖区/朝阳区/麦子店街道,town,北京市,市辖区,朝阳区,麦子店街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:12b7b68ab37a2614649efad486b8591a3b67924d,12b7b68ab37a2614649efad486b8591a3b67924d,110105013,团结湖街道,团结湖街道,北京市/市辖区/朝阳区/团结湖街道,town,北京市,市辖区,朝阳区,团结湖街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:88d811f57ba40a7020f7c14a399511e001bfeb9f,88d811f57ba40a7020f7c14a399511e001bfeb9f,110105014,六里屯街道,六里屯街道,北京市/市辖区/朝阳区/六里屯街道,town,北京市,市辖区,朝阳区,六里屯街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:7b32e7ad52e013889e733ffbc7773bb761f344a9,7b32e7ad52e013889e733ffbc7773bb761f344a9,110105015,八里庄街道,八里庄街道,北京市/市辖区/朝阳区/八里庄街道,town,北京市,市辖区,朝阳区,八里庄街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:c047ec1a177aa0059d6ca594406481ae760840a2,c047ec1a177aa0059d6ca594406481ae760840a2,110105016,双井街道,双井街道,北京市/市辖区/朝阳区/双井街道,town,北京市,市辖区,朝阳区,双井街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:aff96398e2e6a058801f8f4e200a4b0fbae63111,aff96398e2e6a058801f8f4e200a4b0fbae63111,110105017,劲松街道,劲松街道,北京市/市辖区/朝阳区/劲松街道,town,北京市,市辖区,朝阳区,劲松街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:aa23bdb9fb9a5252b2eaf70c9b0de6b0b7540608,aa23bdb9fb9a5252b2eaf70c9b0de6b0b7540608,110105018,潘家园街道,潘家园街道,北京市/市辖区/朝阳区/潘家园街道,town,北京市,市辖区,朝阳区,潘家园街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:099401a8ba6206bf0a16060fd02c6e0688cac9ed,099401a8ba6206bf0a16060fd02c6e0688cac9ed,110105019,垡头街道,垡头街道,北京市/市辖区/朝阳区/垡头街道,town,北京市,市辖区,朝阳区,垡头街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:db3d86944da3b5d22b4abe69323fbcace4350c8d,db3d86944da3b5d22b4abe69323fbcace4350c8d,110105020,首都机场街道,首都机场街道,北京市/市辖区/朝阳区/首都机场街道,town,北京市,市辖区,朝阳区,首都机场街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:b06e906930f9dfed07c15bb08e60d2dd58f40621,b06e906930f9dfed07c15bb08e60d2dd58f40621,110105025,大屯街道,大屯街道,北京市/市辖区/朝阳区/大屯街道,town,北京市,市辖区,朝阳区,大屯街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:d6d2c2bb5ce9eff21cb31c0898552ec829dcac1e,d6d2c2bb5ce9eff21cb31c0898552ec829dcac1e,110105026,望京街道,望京街道,北京市/市辖区/朝阳区/望京街道,town,北京市,市辖区,朝阳区,望京街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:ec051a6fedd0131814acab8291ca7c46856fc42e,ec051a6fedd0131814acab8291ca7c46856fc42e,110105031,奥运村街道,奥运村街道,北京市/市辖区/朝阳区/奥运村街道,town,北京市,市辖区,朝阳区,奥运村街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:06df193f2555f6a97646a1cabfbbc9fe0917c145,06df193f2555f6a97646a1cabfbbc9fe0917c145,110105043,东湖街道,东湖街道,北京市/市辖区/朝阳区/东湖街道,town,北京市,市辖区,朝阳区,东湖街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:eb25072b157abe8de73431bdc9d0b066e0f1e81d,eb25072b157abe8de73431bdc9d0b066e0f1e81d,110106001,右安门街道,右安门街道,北京市/市辖区/丰台区/右安门街道,town,北京市,市辖区,丰台区,右安门街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:bbea95d82196789af1a397292dea45f0dd067c7a,bbea95d82196789af1a397292dea45f0dd067c7a,110106002,太平桥街道,太平桥街道,北京市/市辖区/丰台区/太平桥街道,town,北京市,市辖区,丰台区,太平桥街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:c85a797bb9ba6af18c6e28ac58ba3b309de71a82,c85a797bb9ba6af18c6e28ac58ba3b309de71a82,110106003,西罗园街道,西罗园街道,北京市/市辖区/丰台区/西罗园街道,town,北京市,市辖区,丰台区,西罗园街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:620f6292748943a195b48c2a66e025b9d2458cf8,620f6292748943a195b48c2a66e025b9d2458cf8,110106004,大红门街道,大红门街道,北京市/市辖区/丰台区/大红门街道,town,北京市,市辖区,丰台区,大红门街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:de730e57f569b7732e238f61af35a090beb74478,de730e57f569b7732e238f61af35a090beb74478,110106005,南苑街道,南苑街道,北京市/市辖区/丰台区/南苑街道,town,北京市,市辖区,丰台区,南苑街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
next_origin:admin_street_pilot:516454a6d6b2bfdc6ab50a228f1fd8e4f0eeb0bc,516454a6d6b2bfdc6ab50a228f1fd8e4f0eeb0bc,110106006,东高地街道,东高地街道,北京市/市辖区/丰台区/东高地街道,town,北京市,市辖区,丰台区,东高地街道,admin_street_pilot,40,done,mca_geonames_fast;official_first,,1,2026-07-21T05:52:32.788330+00:00,,2026-07-21T05:52:15.924559+00:00,2026-07-21T09:58:55.356621+00:00
