reviewed_at,id,place_id,code,name,full_name,level,province,city,county,previous_status,attempt_count,error,review_category,review_note,suggested_next_action,resolution_status,resolved_at,resolution_source_url,resolution_note
2026-07-14T07:04:35.843434+00:00,origin:b5d25e7d16f3cbf6cb9068bbc96199f84c1175bd,b5d25e7d16f3cbf6cb9068bbc96199f84c1175bd,232764,呼中区,黑龙江省/大兴安岭地区/呼中区,county,黑龙江省,大兴安岭地区,呼中区,failed,3,国家地名信息库未找到符合过滤条件的候选,special_managed_area,Daxinganling special managed district; statistical division exists but MCA county-level candidate was not matched.,Keep needs_review; supplement from local government/geographical-name gazetteer sources.,manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.huzhong.gov.cn/huzhong/c100387/201611/c13_80724.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:9c011a43e4b691746de5af7af0278ed33268878a,9c011a43e4b691746de5af7af0278ed33268878a,321171,镇江新区,江苏省/镇江市/镇江新区,county,江苏省,镇江市,镇江新区,failed,3,国家地名信息库未找到符合过滤条件的候选,nonstandard_or_functional_area,"Functional zone, scenic area, island/reef area, new district, or administrative committee; may not match standard county-level geonames scope.",Keep needs_review; decide whether to exclude from origin queue or supplement from local/statistical sources.,manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.zjna.gov.cn/,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:de7f6f927c95da61b15c93976fc6b5b2e13a1f0f,de7f6f927c95da61b15c93976fc6b5b2e13a1f0f,340621,濉溪县,安徽省/淮北市/濉溪县,county,安徽省,淮北市,濉溪县,failed,3,国家地名信息库未找到符合过滤条件的候选,mca_missing_valid_county,Looks like a standard county-level place but current MCA endpoint did not return a strict match.,"Keep needs_review; supplement from local government, civil-affairs material, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.sxx.gov.cn/mhsx/sxgk/sxjj/index.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:75ee2961c8adfb99203aa5b1903ff6b61088536c,75ee2961c8adfb99203aa5b1903ff6b61088536c,371471,德州天衢新区,山东省/德州市/德州天衢新区,county,山东省,德州市,德州天衢新区,failed,3,国家地名信息库未找到符合过滤条件的候选,nonstandard_or_functional_area,"Functional zone, scenic area, island/reef area, new district, or administrative committee; may not match standard county-level geonames scope.",Keep needs_review; decide whether to exclude from origin queue or supplement from local/statistical sources.,manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://jjjskfq.dezhou.gov.cn/,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:926000841d1cce3b07a1647805925ac5389f0d4c,926000841d1cce3b07a1647805925ac5389f0d4c,410173,郑州航空港经济综合实验区,河南省/郑州市/郑州航空港经济综合实验区,county,河南省,郑州市,郑州航空港经济综合实验区,failed,3,国家地名信息库未找到符合过滤条件的候选,nonstandard_or_functional_area,"Functional zone, scenic area, island/reef area, new district, or administrative committee; may not match standard county-level geonames scope.",Keep needs_review; decide whether to exclude from origin queue or supplement from local/statistical sources.,manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.zzhkgq.gov.cn/,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:a77068fd03310d7e6486300b6b0558881747dfde,a77068fd03310d7e6486300b6b0558881747dfde,411471,豫东综合物流产业聚集区,河南省/商丘市/豫东综合物流产业聚集区,county,河南省,商丘市,豫东综合物流产业聚集区,failed,3,国家地名信息库未找到符合过滤条件的候选,nonstandard_or_functional_area,"Functional zone, scenic area, island/reef area, new district, or administrative committee; may not match standard county-level geonames scope.",Keep needs_review; decide whether to exclude from origin queue or supplement from local/statistical sources.,manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.shangqiu.gov.cn/,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:01ed51a2f9c5c4b7fd05d0de1da6cb3ef7ea3ee9,01ed51a2f9c5c4b7fd05d0de1da6cb3ef7ea3ee9,419001,济源市,河南省/省直辖县级行政区划/济源市,county,河南省,省直辖县级行政区划,济源市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.jiyuan.gov.cn/shiqing/jygk/ly/,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:b35697fe797450c3dd35c2f0d45b2f33b469963f,b35697fe797450c3dd35c2f0d45b2f33b469963f,429004,仙桃市,湖北省/省直辖县级行政区划/仙桃市,county,湖北省,省直辖县级行政区划,仙桃市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.xiantao.gov.cn/zjxt/csgk/,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:b7cc7ad7d77ba825d3b8ec14aefa26cb8cf54d26,b7cc7ad7d77ba825d3b8ec14aefa26cb8cf54d26,429005,潜江市,湖北省/省直辖县级行政区划/潜江市,county,湖北省,省直辖县级行政区划,潜江市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.hbqj.gov.cn/zjqj/qjgk/,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:5174bfcf33f945cabe841e5d847b2355762719b9,5174bfcf33f945cabe841e5d847b2355762719b9,429006,天门市,湖北省/省直辖县级行政区划/天门市,county,湖北省,省直辖县级行政区划,天门市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.tianmen.gov.cn/zjtm/rwls/lsyg/201604/t20160419_1931609.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:545e2069080f2c4b2a15a94ec72a9cd3aa566cf6,545e2069080f2c4b2a15a94ec72a9cd3aa566cf6,429021,神农架林区,湖北省/省直辖县级行政区划/神农架林区,county,湖北省,省直辖县级行政区划,神农架林区,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.forestry.gov.cn/c/www/lyjbh/34718.jhtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:505e3e83a9a345bbfdf6034de66e57aa311ea5b1,505e3e83a9a345bbfdf6034de66e57aa311ea5b1,441900,东莞市,广东省/东莞市/东莞市,county,广东省,东莞市,东莞市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://dgtga.dg.gov.cn/dgtw/zjdg/202011/a34c14c1d8fa407ba59efba54a56d819.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:f56f005dc9fd563edbb65bb3c02f27932e479868,f56f005dc9fd563edbb65bb3c02f27932e479868,442000,中山市,广东省/中山市/中山市,county,广东省,中山市,中山市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zsxwfbt.zs.gov.cn/news/index/view/cateid/1193/id/718086.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:f83c29026e4bb39a04f004c250a0c9f80d414e9c,f83c29026e4bb39a04f004c250a0c9f80d414e9c,460321,西沙群岛,海南省/三沙市/西沙群岛,county,海南省,三沙市,西沙群岛,failed,3,国家地名信息库未找到符合过滤条件的候选,nonstandard_or_functional_area,"Functional zone, scenic area, island/reef area, new district, or administrative committee; may not match standard county-level geonames scope.",Keep needs_review; decide whether to exclude from origin queue or supplement from local/statistical sources.,manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.sansha.gov.cn/,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:4f9c8008fd18838adfb4485a17ce0faef6315c5c,4f9c8008fd18838adfb4485a17ce0faef6315c5c,460322,南沙群岛,海南省/三沙市/南沙群岛,county,海南省,三沙市,南沙群岛,failed,3,国家地名信息库未找到符合过滤条件的候选,nonstandard_or_functional_area,"Functional zone, scenic area, island/reef area, new district, or administrative committee; may not match standard county-level geonames scope.",Keep needs_review; decide whether to exclude from origin queue or supplement from local/statistical sources.,manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.sansha.gov.cn/,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:b010d3357583f131403ac6efa857ab3bbf6661f0,b010d3357583f131403ac6efa857ab3bbf6661f0,460323,中沙群岛的岛礁及其海域,海南省/三沙市/中沙群岛的岛礁及其海域,county,海南省,三沙市,中沙群岛的岛礁及其海域,failed,3,国家地名信息库未找到符合过滤条件的候选,nonstandard_or_functional_area,"Functional zone, scenic area, island/reef area, new district, or administrative committee; may not match standard county-level geonames scope.",Keep needs_review; decide whether to exclude from origin queue or supplement from local/statistical sources.,manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.sansha.gov.cn/,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:4cdb25c5a97010c2def36828ecd0ca900159ad60,4cdb25c5a97010c2def36828ecd0ca900159ad60,460400,儋州市,海南省/儋州市/儋州市,county,海南省,儋州市,儋州市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202101/t20210112_5244202.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:6647d4bb86b09d6c2d0809405b968819fb933610,6647d4bb86b09d6c2d0809405b968819fb933610,469001,五指山市,海南省/省直辖县级行政区划/五指山市,county,海南省,省直辖县级行政区划,五指山市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202012/t20201207_5229704.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:8bda22e0b61331679bfce582faa30b4487de9758,8bda22e0b61331679bfce582faa30b4487de9758,469002,琼海市,海南省/省直辖县级行政区划/琼海市,county,海南省,省直辖县级行政区划,琼海市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202008/t20200824_5173530.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:2396c95da21ff3e501300b96ed771310f71bffbf,2396c95da21ff3e501300b96ed771310f71bffbf,469005,文昌市,海南省/省直辖县级行政区划/文昌市,county,海南省,省直辖县级行政区划,文昌市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202203/t20220302_5396419.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:cd8ce42220ab06d94a91b4b69f22475a32438827,cd8ce42220ab06d94a91b4b69f22475a32438827,469006,万宁市,海南省/省直辖县级行政区划/万宁市,county,海南省,省直辖县级行政区划,万宁市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202012/t20201225_5237394.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:d18ee902614e2bf7c6be120658939c746b35d330,d18ee902614e2bf7c6be120658939c746b35d330,469007,东方市,海南省/省直辖县级行政区划/东方市,county,海南省,省直辖县级行政区划,东方市,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202011/t20201123_5220378.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:f8fdd88294192a5c7589ca611e75ba7238697145,f8fdd88294192a5c7589ca611e75ba7238697145,469021,定安县,海南省/省直辖县级行政区划/定安县,county,海南省,省直辖县级行政区划,定安县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202011/t20201106_5212528.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:699455b61a2f31e8186644508909d2ac088c832a,699455b61a2f31e8186644508909d2ac088c832a,469022,屯昌县,海南省/省直辖县级行政区划/屯昌县,county,海南省,省直辖县级行政区划,屯昌县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://tunchang.hainan.gov.cn/zjtc/lsyg/201812/t20181219_1666193.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:381474c0ee55a79fc30f523300222a0f71284755,381474c0ee55a79fc30f523300222a0f71284755,469023,澄迈县,海南省/省直辖县级行政区划/澄迈县,county,海南省,省直辖县级行政区划,澄迈县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202011/t20201116_5217543.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:2e34366e3b0472a78c1514ac7bd6c8c061526bc1,2e34366e3b0472a78c1514ac7bd6c8c061526bc1,469024,临高县,海南省/省直辖县级行政区划/临高县,county,海南省,省直辖县级行政区划,临高县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202102/t20210207_5310847.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:abdf2d6dcab891379b00a0e62759e68299d20725,abdf2d6dcab891379b00a0e62759e68299d20725,469025,白沙黎族自治县,海南省/省直辖县级行政区划/白沙黎族自治县,county,海南省,省直辖县级行政区划,白沙黎族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202010/t20201027_5201928.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:1bc6ae08a0ce3912833b6c007979ba1b5e28ef4c,1bc6ae08a0ce3912833b6c007979ba1b5e28ef4c,469026,昌江黎族自治县,海南省/省直辖县级行政区划/昌江黎族自治县,county,海南省,省直辖县级行政区划,昌江黎族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.ce.cn/xwzx/gnsz/gdxw/201808/16/t20180816_30047714.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:32c86d8d8533a0b4f6a3ac57bc874981f094a266,32c86d8d8533a0b4f6a3ac57bc874981f094a266,469027,乐东黎族自治县,海南省/省直辖县级行政区划/乐东黎族自治县,county,海南省,省直辖县级行政区划,乐东黎族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.zhongguodiqing.cn/dmty/202010/t20201009_5192475.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:37472a7136f210f6a5f68b53b1d069f4e245f65c,37472a7136f210f6a5f68b53b1d069f4e245f65c,469028,陵水黎族自治县,海南省/省直辖县级行政区划/陵水黎族自治县,county,海南省,省直辖县级行政区划,陵水黎族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202102/t20210225_5313830.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:978772299594c5fcd62cd1f5255c40e99db1354c,978772299594c5fcd62cd1f5255c40e99db1354c,469029,保亭黎族苗族自治县,海南省/省直辖县级行政区划/保亭黎族苗族自治县,county,海南省,省直辖县级行政区划,保亭黎族苗族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://baoting.hainan.gov.cn/zjbt/btgk/202502/t20250226_3823377.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:f995b5ff86ffcf12dbdbd87ddb7ee901668526af,f995b5ff86ffcf12dbdbd87ddb7ee901668526af,469030,琼中黎族苗族自治县,海南省/省直辖县级行政区划/琼中黎族苗族自治县,county,海南省,省直辖县级行政区划,琼中黎族苗族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://qiongzhong.hainan.gov.cn/qzly/xjhw/202605/t20260526_4081425.html,Imported into place_knowledge.csv from manually verified source.
